eventtype_identifier;date;id;eventtype;timestamp
eventA;2024-02-08 15:46:14;45;A;45
eventA;2024-02-08 15:46:15;46;A;46
eventA;2024-02-08 15:46:16;47;A;47
eventA;2024-02-08 15:46:17;48;A;48
eventA;2024-02-08 15:46:18;49;A;49
eventA;2024-02-08 15:46:19;50;A;50
eventA;2024-02-08 15:46:20;51;A;51
eventA;2024-02-08 15:46:21;52;A;52
eventA;2024-02-08 15:46:22;53;A;53
eventA;2024-02-08 15:46:23;54;A;54
eventA;2024-02-08 15:46:24;55;A;55
eventA;2024-02-08 15:46:25;56;A;56
eventA;2024-02-08 15:46:26;57;A;57
eventA;2024-02-08 15:46:27;58;A;58
eventA;2024-02-08 15:46:28;59;A;59
eventA;2024-02-08 15:46:29;60;A;60
eventA;2024-02-08 15:46:30;61;A;61
eventA;2024-02-08 15:46:31;62;A;62
eventA;2024-02-08 15:46:32;63;A;63
eventA;2024-02-08 15:46:33;64;A;64
eventB;2024-02-08 15:46:34;65;B;65
eventB;2024-02-08 15:46:35;66;B;66
eventB;2024-02-08 15:46:36;67;B;67
eventB;2024-02-08 15:46:37;68;B;68
eventB;2024-02-08 15:46:38;69;B;69
eventB;2024-02-08 15:46:39;70;B;70
eventB;2024-02-08 15:46:40;71;B;71
eventB;2024-02-08 15:46:41;72;B;72
eventB;2024-02-08 15:46:42;73;B;73
eventB;2024-02-08 15:46:43;74;B;74
eventB;2024-02-08 15:46:44;75;B;75
eventB;2024-02-08 15:46:45;76;B;76
eventB;2024-02-08 15:46:46;77;B;77
eventB;2024-02-08 15:46:47;78;B;78
eventB;2024-02-08 15:46:48;79;B;79
eventB;2024-02-08 15:46:49;80;B;80
eventB;2024-02-08 15:46:50;81;B;81
eventB;2024-02-08 15:46:51;82;B;82
eventB;2024-02-08 15:46:52;83;B;83
eventB;2024-02-08 15:46:53;84;B;84
eventB;2024-02-08 15:46:54;85;B;85
eventB;2024-02-08 15:46:55;86;B;86
eventB;2024-02-08 15:46:56;87;B;87
eventB;2024-02-08 15:46:57;88;B;88
eventB;2024-02-08 15:46:58;89;B;89
eventB;2024-02-08 15:46:59;90;B;90
eventB;2024-02-08 15:47:00;91;B;91
eventB;2024-02-08 15:47:01;92;B;92
eventB;2024-02-08 15:47:02;93;B;93
eventB;2024-02-08 15:47:03;94;B;94
eventB;2024-02-08 15:47:04;95;B;95
eventB;2024-02-08 15:47:05;96;B;96
eventB;2024-02-08 15:47:06;97;B;97
eventB;2024-02-08 15:47:07;98;B;98
eventB;2024-02-08 15:47:08;99;B;99
eventB;2024-02-08 15:47:09;100;B;100
eventB;2024-02-08 15:47:10;101;B;101
eventB;2024-02-08 15:47:11;102;B;102
eventB;2024-02-08 15:47:12;103;B;103
eventB;2024-02-08 15:47:13;104;B;104
eventB;2024-02-08 15:47:14;105;B;105
eventB;2024-02-08 15:47:15;106;B;106
eventB;2024-02-08 15:47:16;107;B;107
eventB;2024-02-08 15:47:17;108;B;108
eventB;2024-02-08 15:47:18;109;B;109
eventB;2024-02-08 15:47:19;110;B;110
eventB;2024-02-08 15:47:20;111;B;111
eventB;2024-02-08 15:47:21;112;B;112
eventB;2024-02-08 15:47:22;113;B;113
eventB;2024-02-08 15:47:23;114;B;114
eventB;2024-02-08 15:47:24;115;B;115
eventB;2024-02-08 15:47:25;116;B;116
eventB;2024-02-08 15:47:26;117;B;117
eventB;2024-02-08 15:47:27;118;B;118
eventB;2024-02-08 15:47:28;119;B;119
eventB;2024-02-08 15:47:29;120;B;120
eventB;2024-02-08 15:47:30;121;B;121
eventB;2024-02-08 15:47:31;122;B;122
eventB;2024-02-08 15:47:32;123;B;123
eventB;2024-02-08 15:47:33;124;B;124
eventB;2024-02-08 15:47:34;125;B;125
eventB;2024-02-08 15:47:35;126;B;126
eventB;2024-02-08 15:47:36;127;B;127
eventB;2024-02-08 15:47:37;128;B;128
eventC;2024-02-08 15:47:38;129;C;129
eventC;2024-02-08 15:47:39;130;C;130
eventC;2024-02-08 15:47:40;131;C;131
eventC;2024-02-08 15:47:41;132;C;132
eventC;2024-02-08 15:47:42;133;C;133
eventC;2024-02-08 15:47:43;134;C;134
eventC;2024-02-08 15:47:44;135;C;135
eventC;2024-02-08 15:47:45;136;C;136
eventC;2024-02-08 15:47:46;137;C;137
eventC;2024-02-08 15:47:47;138;C;138
eventC;2024-02-08 15:47:48;139;C;139
eventC;2024-02-08 15:47:49;140;C;140
eventC;2024-02-08 15:47:50;141;C;141
eventC;2024-02-08 15:47:51;142;C;142
eventC;2024-02-08 15:47:52;143;C;143
eventC;2024-02-08 15:47:53;144;C;144
eventC;2024-02-08 15:47:54;145;C;145
eventC;2024-02-08 15:47:55;146;C;146
eventC;2024-02-08 15:47:56;147;C;147
eventC;2024-02-08 15:47:57;148;C;148
eventC;2024-02-08 15:47:58;149;C;149
eventC;2024-02-08 15:47:59;150;C;150
eventC;2024-02-08 15:48:00;151;C;151
eventC;2024-02-08 15:48:01;152;C;152
eventC;2024-02-08 15:48:02;153;C;153
eventC;2024-02-08 15:48:03;154;C;154
eventC;2024-02-08 15:48:04;155;C;155
eventC;2024-02-08 15:48:05;156;C;156
eventC;2024-02-08 15:48:06;157;C;157
eventC;2024-02-08 15:48:07;158;C;158
eventC;2024-02-08 15:48:08;159;C;159
eventC;2024-02-08 15:48:09;160;C;160
eventC;2024-02-08 15:48:10;161;C;161
eventC;2024-02-08 15:48:11;162;C;162
eventC;2024-02-08 15:48:12;163;C;163
eventC;2024-02-08 15:48:13;164;C;164
eventC;2024-02-08 15:48:14;165;C;165
eventC;2024-02-08 15:48:15;166;C;166
eventC;2024-02-08 15:48:16;167;C;167
eventC;2024-02-08 15:48:17;168;C;168
eventC;2024-02-08 15:48:18;169;C;169
eventC;2024-02-08 15:48:19;170;C;170
eventC;2024-02-08 15:48:20;171;C;171
eventC;2024-02-08 15:48:21;172;C;172
eventC;2024-02-08 15:48:22;173;C;173
eventC;2024-02-08 15:48:23;174;C;174
eventC;2024-02-08 15:48:24;175;C;175
eventC;2024-02-08 15:48:25;176;C;176
eventC;2024-02-08 15:48:26;177;C;177
eventC;2024-02-08 15:48:27;178;C;178
eventC;2024-02-08 15:48:28;179;C;179
eventC;2024-02-08 15:48:29;180;C;180
eventC;2024-02-08 15:48:30;181;C;181
eventC;2024-02-08 15:48:31;182;C;182
eventC;2024-02-08 15:48:32;183;C;183
eventC;2024-02-08 15:48:33;184;C;184
eventC;2024-02-08 15:48:34;185;C;185
eventC;2024-02-08 15:48:35;186;C;186
eventC;2024-02-08 15:48:36;187;C;187
eventC;2024-02-08 15:48:37;188;C;188
eventC;2024-02-08 15:48:38;189;C;189
eventC;2024-02-08 15:48:39;190;C;190
eventC;2024-02-08 15:48:40;191;C;191
eventC;2024-02-08 15:48:41;192;C;192
eventD;2024-02-08 15:48:42;193;D;193
eventD;2024-02-08 15:48:43;194;D;194
eventD;2024-02-08 15:48:44;195;D;195
eventD;2024-02-08 15:48:45;196;D;196
eventD;2024-02-08 15:48:46;197;D;197
eventD;2024-02-08 15:48:47;198;D;198
eventD;2024-02-08 15:48:48;199;D;199
eventD;2024-02-08 15:48:49;200;D;200
eventD;2024-02-08 15:48:50;201;D;201
eventD;2024-02-08 15:48:51;202;D;202
eventD;2024-02-08 15:48:52;203;D;203
eventD;2024-02-08 15:48:53;204;D;204
eventD;2024-02-08 15:48:54;205;D;205
eventD;2024-02-08 15:48:55;206;D;206
eventD;2024-02-08 15:48:56;207;D;207
eventD;2024-02-08 15:48:57;208;D;208
eventD;2024-02-08 15:48:58;209;D;209
eventD;2024-02-08 15:48:59;210;D;210
eventD;2024-02-08 15:49:00;211;D;211
eventD;2024-02-08 15:49:01;212;D;212
eventD;2024-02-08 15:49:02;213;D;213
eventD;2024-02-08 15:49:03;214;D;214
eventD;2024-02-08 15:49:04;215;D;215
eventD;2024-02-08 15:49:05;216;D;216
eventD;2024-02-08 15:49:06;217;D;217
eventD;2024-02-08 15:49:07;218;D;218
eventD;2024-02-08 15:49:08;219;D;219
eventD;2024-02-08 15:49:09;220;D;220
eventD;2024-02-08 15:49:10;221;D;221
eventD;2024-02-08 15:49:11;222;D;222
eventD;2024-02-08 15:49:12;223;D;223
eventD;2024-02-08 15:49:13;224;D;224
eventD;2024-02-08 15:49:14;225;D;225
eventD;2024-02-08 15:49:15;226;D;226
eventD;2024-02-08 15:49:16;227;D;227
eventD;2024-02-08 15:49:17;228;D;228
eventD;2024-02-08 15:49:18;229;D;229
eventD;2024-02-08 15:49:19;230;D;230
eventD;2024-02-08 15:49:20;231;D;231
eventD;2024-02-08 15:49:21;232;D;232
eventD;2024-02-08 15:49:22;233;D;233
eventD;2024-02-08 15:49:23;234;D;234
eventD;2024-02-08 15:49:24;235;D;235
eventD;2024-02-08 15:49:25;236;D;236
eventD;2024-02-08 15:49:26;237;D;237
eventD;2024-02-08 15:49:27;238;D;238
eventD;2024-02-08 15:49:28;239;D;239
eventD;2024-02-08 15:49:29;240;D;240
eventD;2024-02-08 15:49:30;241;D;241
eventD;2024-02-08 15:49:31;242;D;242
eventD;2024-02-08 15:49:32;243;D;243
eventD;2024-02-08 15:49:33;244;D;244
eventD;2024-02-08 15:49:34;245;D;245
eventD;2024-02-08 15:49:35;246;D;246
eventD;2024-02-08 15:49:36;247;D;247
eventD;2024-02-08 15:49:37;248;D;248
eventD;2024-02-08 15:49:38;249;D;249
eventD;2024-02-08 15:49:39;250;D;250
eventD;2024-02-08 15:49:40;251;D;251
eventD;2024-02-08 15:49:41;252;D;252
eventD;2024-02-08 15:49:42;253;D;253
eventD;2024-02-08 15:49:43;254;D;254
eventD;2024-02-08 15:49:44;255;D;255
eventD;2024-02-08 15:49:45;256;D;256
