eventtype_identifier;date;id;eventtype;timestamp
eventA;2024-02-08 15:46:14;45;A;45
eventA;2024-02-08 15:46:15;46;A;46
eventA;2024-02-08 15:46:16;47;A;47
eventA;2024-02-08 15:46:17;48;A;48
eventA;2024-02-08 15:46:18;49;A;49
eventA;2024-02-08 15:46:19;50;A;50
eventA;2024-02-08 15:46:20;51;A;51
eventA;2024-02-08 15:46:21;52;A;52
eventA;2024-02-08 15:46:22;53;A;53
eventA;2024-02-08 15:46:23;54;A;54
eventA;2024-02-08 15:46:24;55;A;55
eventA;2024-02-08 15:46:25;56;A;56
eventA;2024-02-08 15:46:26;57;A;57
eventA;2024-02-08 15:46:27;58;A;58
eventA;2024-02-08 15:46:28;59;A;59
eventA;2024-02-08 15:46:29;60;A;60
eventA;2024-02-08 15:46:30;61;A;61
eventA;2024-02-08 15:46:31;62;A;62
eventA;2024-02-08 15:46:32;63;A;63
eventA;2024-02-08 15:46:33;64;A;64
eventA;2024-02-08 15:46:34;65;A;65
eventA;2024-02-08 15:46:35;66;A;66
eventA;2024-02-08 15:46:36;67;A;67
eventA;2024-02-08 15:46:37;68;A;68
eventA;2024-02-08 15:46:38;69;A;69
eventA;2024-02-08 15:46:39;70;A;70
eventA;2024-02-08 15:46:40;71;A;71
eventA;2024-02-08 15:46:41;72;A;72
eventA;2024-02-08 15:46:42;73;A;73
eventA;2024-02-08 15:46:43;74;A;74
eventA;2024-02-08 15:46:44;75;A;75
eventA;2024-02-08 15:46:45;76;A;76
eventA;2024-02-08 15:46:46;77;A;77
eventA;2024-02-08 15:46:47;78;A;78
eventA;2024-02-08 15:46:48;79;A;79
eventA;2024-02-08 15:46:49;80;A;80
eventA;2024-02-08 15:46:50;81;A;81
eventA;2024-02-08 15:46:51;82;A;82
eventA;2024-02-08 15:46:52;83;A;83
eventA;2024-02-08 15:46:53;84;A;84
eventA;2024-02-08 15:46:54;85;A;85
eventA;2024-02-08 15:46:55;86;A;86
eventA;2024-02-08 15:46:56;87;A;87
eventA;2024-02-08 15:46:57;88;A;88
eventA;2024-02-08 15:46:58;89;A;89
eventA;2024-02-08 15:46:59;90;A;90
eventA;2024-02-08 15:47:00;91;A;91
eventA;2024-02-08 15:47:01;92;A;92
eventA;2024-02-08 15:47:02;93;A;93
eventA;2024-02-08 15:47:03;94;A;94
eventA;2024-02-08 15:47:04;95;A;95
eventA;2024-02-08 15:47:05;96;A;96
eventA;2024-02-08 15:47:06;97;A;97
eventA;2024-02-08 15:47:07;98;A;98
eventA;2024-02-08 15:47:08;99;A;99
eventA;2024-02-08 15:47:09;100;A;100
eventA;2024-02-08 15:47:10;101;A;101
eventA;2024-02-08 15:47:11;102;A;102
eventA;2024-02-08 15:47:12;103;A;103
eventA;2024-02-08 15:47:13;104;A;104
eventA;2024-02-08 15:47:14;105;A;105
eventA;2024-02-08 15:47:15;106;A;106
eventA;2024-02-08 15:47:16;107;A;107
eventA;2024-02-08 15:47:17;108;A;108
eventA;2024-02-08 15:47:18;109;A;109
eventA;2024-02-08 15:47:19;110;A;110
eventA;2024-02-08 15:47:20;111;A;111
eventA;2024-02-08 15:47:21;112;A;112
eventA;2024-02-08 15:47:22;113;A;113
eventA;2024-02-08 15:47:23;114;A;114
eventA;2024-02-08 15:47:24;115;A;115
eventA;2024-02-08 15:47:25;116;A;116
eventA;2024-02-08 15:47:26;117;A;117
eventA;2024-02-08 15:47:27;118;A;118
eventA;2024-02-08 15:47:28;119;A;119
eventA;2024-02-08 15:47:29;120;A;120
eventA;2024-02-08 15:47:30;121;A;121
eventA;2024-02-08 15:47:31;122;A;122
eventA;2024-02-08 15:47:32;123;A;123
eventA;2024-02-08 15:47:33;124;A;124
eventA;2024-02-08 15:47:34;125;A;125
eventA;2024-02-08 15:47:35;126;A;126
eventA;2024-02-08 15:47:36;127;A;127
eventA;2024-02-08 15:47:37;128;A;128
eventA;2024-02-08 15:47:38;129;A;129
eventA;2024-02-08 15:47:39;130;A;130
eventA;2024-02-08 15:47:40;131;A;131
eventA;2024-02-08 15:47:41;132;A;132
eventA;2024-02-08 15:47:42;133;A;133
eventA;2024-02-08 15:47:43;134;A;134
eventA;2024-02-08 15:47:44;135;A;135
eventA;2024-02-08 15:47:45;136;A;136
eventA;2024-02-08 15:47:46;137;A;137
eventA;2024-02-08 15:47:47;138;A;138
eventA;2024-02-08 15:47:48;139;A;139
eventA;2024-02-08 15:47:49;140;A;140
eventA;2024-02-08 15:47:50;141;A;141
eventA;2024-02-08 15:47:51;142;A;142
eventA;2024-02-08 15:47:52;143;A;143
eventA;2024-02-08 15:47:53;144;A;144
eventA;2024-02-08 15:47:54;145;A;145
eventA;2024-02-08 15:47:55;146;A;146
eventA;2024-02-08 15:47:56;147;A;147
eventA;2024-02-08 15:47:57;148;A;148
eventA;2024-02-08 15:47:58;149;A;149
eventA;2024-02-08 15:47:59;150;A;150
eventA;2024-02-08 15:48:00;151;A;151
eventA;2024-02-08 15:48:01;152;A;152
eventA;2024-02-08 15:48:02;153;A;153
eventA;2024-02-08 15:48:03;154;A;154
eventA;2024-02-08 15:48:04;155;A;155
eventA;2024-02-08 15:48:05;156;A;156
eventA;2024-02-08 15:48:06;157;A;157
eventA;2024-02-08 15:48:07;158;A;158
eventA;2024-02-08 15:48:08;159;A;159
eventA;2024-02-08 15:48:09;160;A;160
eventA;2024-02-08 15:48:10;161;A;161
eventA;2024-02-08 15:48:11;162;A;162
eventA;2024-02-08 15:48:12;163;A;163
eventA;2024-02-08 15:48:13;164;A;164
eventA;2024-02-08 15:48:14;165;A;165
eventA;2024-02-08 15:48:15;166;A;166
eventA;2024-02-08 15:48:16;167;A;167
eventA;2024-02-08 15:48:17;168;A;168
eventA;2024-02-08 15:48:18;169;A;169
eventA;2024-02-08 15:48:19;170;A;170
eventA;2024-02-08 15:48:20;171;A;171
eventA;2024-02-08 15:48:21;172;A;172
eventA;2024-02-08 15:48:22;173;A;173
eventA;2024-02-08 15:48:23;174;A;174
eventA;2024-02-08 15:48:24;175;A;175
eventA;2024-02-08 15:48:25;176;A;176
eventA;2024-02-08 15:48:26;177;A;177
eventA;2024-02-08 15:48:27;178;A;178
eventA;2024-02-08 15:48:28;179;A;179
eventA;2024-02-08 15:48:29;180;A;180
eventA;2024-02-08 15:48:30;181;A;181
eventA;2024-02-08 15:48:31;182;A;182
eventA;2024-02-08 15:48:32;183;A;183
eventA;2024-02-08 15:48:33;184;A;184
eventA;2024-02-08 15:48:34;185;A;185
eventA;2024-02-08 15:48:35;186;A;186
eventA;2024-02-08 15:48:36;187;A;187
eventA;2024-02-08 15:48:37;188;A;188
eventA;2024-02-08 15:48:38;189;A;189
eventA;2024-02-08 15:48:39;190;A;190
eventA;2024-02-08 15:48:40;191;A;191
eventA;2024-02-08 15:48:41;192;A;192
eventA;2024-02-08 15:48:42;193;A;193
eventA;2024-02-08 15:48:43;194;A;194
eventA;2024-02-08 15:48:44;195;A;195
eventA;2024-02-08 15:48:45;196;A;196
eventA;2024-02-08 15:48:46;197;A;197
eventA;2024-02-08 15:48:47;198;A;198
eventA;2024-02-08 15:48:48;199;A;199
eventA;2024-02-08 15:48:49;200;A;200
eventA;2024-02-08 15:48:50;201;A;201
eventA;2024-02-08 15:48:51;202;A;202
eventA;2024-02-08 15:48:52;203;A;203
eventA;2024-02-08 15:48:53;204;A;204
eventA;2024-02-08 15:48:54;205;A;205
eventA;2024-02-08 15:48:55;206;A;206
eventA;2024-02-08 15:48:56;207;A;207
eventA;2024-02-08 15:48:57;208;A;208
eventA;2024-02-08 15:48:58;209;A;209
eventA;2024-02-08 15:48:59;210;A;210
eventA;2024-02-08 15:49:00;211;A;211
eventA;2024-02-08 15:49:01;212;A;212
eventA;2024-02-08 15:49:02;213;A;213
eventA;2024-02-08 15:49:03;214;A;214
eventA;2024-02-08 15:49:04;215;A;215
eventA;2024-02-08 15:49:05;216;A;216
eventA;2024-02-08 15:49:06;217;A;217
eventA;2024-02-08 15:49:07;218;A;218
eventA;2024-02-08 15:49:08;219;A;219
eventA;2024-02-08 15:49:09;220;A;220
eventA;2024-02-08 15:49:10;221;A;221
eventA;2024-02-08 15:49:11;222;A;222
eventA;2024-02-08 15:49:12;223;A;223
eventA;2024-02-08 15:49:13;224;A;224
eventA;2024-02-08 15:49:14;225;A;225
eventA;2024-02-08 15:49:15;226;A;226
eventA;2024-02-08 15:49:16;227;A;227
eventA;2024-02-08 15:49:17;228;A;228
eventA;2024-02-08 15:49:18;229;A;229
eventA;2024-02-08 15:49:19;230;A;230
eventA;2024-02-08 15:49:20;231;A;231
eventA;2024-02-08 15:49:21;232;A;232
eventA;2024-02-08 15:49:22;233;A;233
eventA;2024-02-08 15:49:23;234;A;234
eventA;2024-02-08 15:49:24;235;A;235
eventA;2024-02-08 15:49:25;236;A;236
eventA;2024-02-08 15:49:26;237;A;237
eventA;2024-02-08 15:49:27;238;A;238
eventA;2024-02-08 15:49:28;239;A;239
eventA;2024-02-08 15:49:29;240;A;240
eventA;2024-02-08 15:49:30;241;A;241
eventA;2024-02-08 15:49:31;242;A;242
eventA;2024-02-08 15:49:32;243;A;243
eventA;2024-02-08 15:49:33;244;A;244
eventA;2024-02-08 15:49:34;245;A;245
eventA;2024-02-08 15:49:35;246;A;246
eventA;2024-02-08 15:49:36;247;A;247
eventA;2024-02-08 15:49:37;248;A;248
eventA;2024-02-08 15:49:38;249;A;249
eventA;2024-02-08 15:49:39;250;A;250
eventA;2024-02-08 15:49:40;251;A;251
eventA;2024-02-08 15:49:41;252;A;252
eventA;2024-02-08 15:49:42;253;A;253
eventA;2024-02-08 15:49:43;254;A;254
eventA;2024-02-08 15:49:44;255;A;255
eventA;2024-02-08 15:49:45;256;A;256
eventB;2024-02-08 15:49:46;257;B;257
eventB;2024-02-08 15:49:47;258;B;258
eventB;2024-02-08 15:49:48;259;B;259
eventB;2024-02-08 15:49:49;260;B;260
eventB;2024-02-08 15:49:50;261;B;261
eventB;2024-02-08 15:49:51;262;B;262
eventB;2024-02-08 15:49:52;263;B;263
eventB;2024-02-08 15:49:53;264;B;264
eventB;2024-02-08 15:49:54;265;B;265
eventB;2024-02-08 15:49:55;266;B;266
eventB;2024-02-08 15:49:56;267;B;267
eventB;2024-02-08 15:49:57;268;B;268
eventB;2024-02-08 15:49:58;269;B;269
eventB;2024-02-08 15:49:59;270;B;270
eventB;2024-02-08 15:50:00;271;B;271
eventB;2024-02-08 15:50:01;272;B;272
eventB;2024-02-08 15:50:02;273;B;273
eventB;2024-02-08 15:50:03;274;B;274
eventB;2024-02-08 15:50:04;275;B;275
eventB;2024-02-08 15:50:05;276;B;276
eventB;2024-02-08 15:50:06;277;B;277
eventB;2024-02-08 15:50:07;278;B;278
eventB;2024-02-08 15:50:08;279;B;279
eventB;2024-02-08 15:50:09;280;B;280
eventB;2024-02-08 15:50:10;281;B;281
eventB;2024-02-08 15:50:11;282;B;282
eventB;2024-02-08 15:50:12;283;B;283
eventB;2024-02-08 15:50:13;284;B;284
eventB;2024-02-08 15:50:14;285;B;285
eventB;2024-02-08 15:50:15;286;B;286
eventB;2024-02-08 15:50:16;287;B;287
eventB;2024-02-08 15:50:17;288;B;288
eventB;2024-02-08 15:50:18;289;B;289
eventB;2024-02-08 15:50:19;290;B;290
eventB;2024-02-08 15:50:20;291;B;291
eventB;2024-02-08 15:50:21;292;B;292
eventB;2024-02-08 15:50:22;293;B;293
eventB;2024-02-08 15:50:23;294;B;294
eventB;2024-02-08 15:50:24;295;B;295
eventB;2024-02-08 15:50:25;296;B;296
eventB;2024-02-08 15:50:26;297;B;297
eventB;2024-02-08 15:50:27;298;B;298
eventB;2024-02-08 15:50:28;299;B;299
eventB;2024-02-08 15:50:29;300;B;300
eventB;2024-02-08 15:50:30;301;B;301
eventB;2024-02-08 15:50:31;302;B;302
eventB;2024-02-08 15:50:32;303;B;303
eventB;2024-02-08 15:50:33;304;B;304
eventB;2024-02-08 15:50:34;305;B;305
eventB;2024-02-08 15:50:35;306;B;306
eventB;2024-02-08 15:50:36;307;B;307
eventB;2024-02-08 15:50:37;308;B;308
eventB;2024-02-08 15:50:38;309;B;309
eventB;2024-02-08 15:50:39;310;B;310
eventB;2024-02-08 15:50:40;311;B;311
eventB;2024-02-08 15:50:41;312;B;312
eventB;2024-02-08 15:50:42;313;B;313
eventB;2024-02-08 15:50:43;314;B;314
eventB;2024-02-08 15:50:44;315;B;315
eventB;2024-02-08 15:50:45;316;B;316
eventB;2024-02-08 15:50:46;317;B;317
eventB;2024-02-08 15:50:47;318;B;318
eventB;2024-02-08 15:50:48;319;B;319
eventB;2024-02-08 15:50:49;320;B;320
eventB;2024-02-08 15:50:50;321;B;321
eventB;2024-02-08 15:50:51;322;B;322
eventB;2024-02-08 15:50:52;323;B;323
eventB;2024-02-08 15:50:53;324;B;324
eventB;2024-02-08 15:50:54;325;B;325
eventB;2024-02-08 15:50:55;326;B;326
eventB;2024-02-08 15:50:56;327;B;327
eventB;2024-02-08 15:50:57;328;B;328
eventB;2024-02-08 15:50:58;329;B;329
eventB;2024-02-08 15:50:59;330;B;330
eventB;2024-02-08 15:51:00;331;B;331
eventB;2024-02-08 15:51:01;332;B;332
eventB;2024-02-08 15:51:02;333;B;333
eventB;2024-02-08 15:51:03;334;B;334
eventB;2024-02-08 15:51:04;335;B;335
eventB;2024-02-08 15:51:05;336;B;336
eventB;2024-02-08 15:51:06;337;B;337
eventB;2024-02-08 15:51:07;338;B;338
eventB;2024-02-08 15:51:08;339;B;339
eventB;2024-02-08 15:51:09;340;B;340
eventB;2024-02-08 15:51:10;341;B;341
eventB;2024-02-08 15:51:11;342;B;342
eventB;2024-02-08 15:51:12;343;B;343
eventB;2024-02-08 15:51:13;344;B;344
eventB;2024-02-08 15:51:14;345;B;345
eventB;2024-02-08 15:51:15;346;B;346
eventB;2024-02-08 15:51:16;347;B;347
eventB;2024-02-08 15:51:17;348;B;348
eventB;2024-02-08 15:51:18;349;B;349
eventB;2024-02-08 15:51:19;350;B;350
eventB;2024-02-08 15:51:20;351;B;351
eventB;2024-02-08 15:51:21;352;B;352
eventB;2024-02-08 15:51:22;353;B;353
eventB;2024-02-08 15:51:23;354;B;354
eventB;2024-02-08 15:51:24;355;B;355
eventB;2024-02-08 15:51:25;356;B;356
eventB;2024-02-08 15:51:26;357;B;357
eventB;2024-02-08 15:51:27;358;B;358
eventB;2024-02-08 15:51:28;359;B;359
eventB;2024-02-08 15:51:29;360;B;360
eventB;2024-02-08 15:51:30;361;B;361
eventB;2024-02-08 15:51:31;362;B;362
eventB;2024-02-08 15:51:32;363;B;363
eventB;2024-02-08 15:51:33;364;B;364
eventB;2024-02-08 15:51:34;365;B;365
eventB;2024-02-08 15:51:35;366;B;366
eventB;2024-02-08 15:51:36;367;B;367
eventB;2024-02-08 15:51:37;368;B;368
eventB;2024-02-08 15:51:38;369;B;369
eventB;2024-02-08 15:51:39;370;B;370
eventB;2024-02-08 15:51:40;371;B;371
eventB;2024-02-08 15:51:41;372;B;372
eventB;2024-02-08 15:51:42;373;B;373
eventB;2024-02-08 15:51:43;374;B;374
eventB;2024-02-08 15:51:44;375;B;375
eventB;2024-02-08 15:51:45;376;B;376
eventB;2024-02-08 15:51:46;377;B;377
eventB;2024-02-08 15:51:47;378;B;378
eventB;2024-02-08 15:51:48;379;B;379
eventB;2024-02-08 15:51:49;380;B;380
eventB;2024-02-08 15:51:50;381;B;381
eventB;2024-02-08 15:51:51;382;B;382
eventB;2024-02-08 15:51:52;383;B;383
eventB;2024-02-08 15:51:53;384;B;384
eventB;2024-02-08 15:51:54;385;B;385
eventB;2024-02-08 15:51:55;386;B;386
eventB;2024-02-08 15:51:56;387;B;387
eventB;2024-02-08 15:51:57;388;B;388
eventB;2024-02-08 15:51:58;389;B;389
eventB;2024-02-08 15:51:59;390;B;390
eventB;2024-02-08 15:52:00;391;B;391
eventB;2024-02-08 15:52:01;392;B;392
eventB;2024-02-08 15:52:02;393;B;393
eventB;2024-02-08 15:52:03;394;B;394
eventB;2024-02-08 15:52:04;395;B;395
eventB;2024-02-08 15:52:05;396;B;396
eventB;2024-02-08 15:52:06;397;B;397
eventB;2024-02-08 15:52:07;398;B;398
eventB;2024-02-08 15:52:08;399;B;399
eventB;2024-02-08 15:52:09;400;B;400
eventB;2024-02-08 15:52:10;401;B;401
eventB;2024-02-08 15:52:11;402;B;402
eventB;2024-02-08 15:52:12;403;B;403
eventB;2024-02-08 15:52:13;404;B;404
eventB;2024-02-08 15:52:14;405;B;405
eventB;2024-02-08 15:52:15;406;B;406
eventB;2024-02-08 15:52:16;407;B;407
eventB;2024-02-08 15:52:17;408;B;408
eventB;2024-02-08 15:52:18;409;B;409
eventB;2024-02-08 15:52:19;410;B;410
eventB;2024-02-08 15:52:20;411;B;411
eventB;2024-02-08 15:52:21;412;B;412
eventB;2024-02-08 15:52:22;413;B;413
eventB;2024-02-08 15:52:23;414;B;414
eventB;2024-02-08 15:52:24;415;B;415
eventB;2024-02-08 15:52:25;416;B;416
eventB;2024-02-08 15:52:26;417;B;417
eventB;2024-02-08 15:52:27;418;B;418
eventB;2024-02-08 15:52:28;419;B;419
eventB;2024-02-08 15:52:29;420;B;420
eventB;2024-02-08 15:52:30;421;B;421
eventB;2024-02-08 15:52:31;422;B;422
eventB;2024-02-08 15:52:32;423;B;423
eventB;2024-02-08 15:52:33;424;B;424
eventB;2024-02-08 15:52:34;425;B;425
eventB;2024-02-08 15:52:35;426;B;426
eventB;2024-02-08 15:52:36;427;B;427
eventB;2024-02-08 15:52:37;428;B;428
eventB;2024-02-08 15:52:38;429;B;429
eventB;2024-02-08 15:52:39;430;B;430
eventB;2024-02-08 15:52:40;431;B;431
eventB;2024-02-08 15:52:41;432;B;432
eventB;2024-02-08 15:52:42;433;B;433
eventB;2024-02-08 15:52:43;434;B;434
eventB;2024-02-08 15:52:44;435;B;435
eventB;2024-02-08 15:52:45;436;B;436
eventB;2024-02-08 15:52:46;437;B;437
eventB;2024-02-08 15:52:47;438;B;438
eventB;2024-02-08 15:52:48;439;B;439
eventB;2024-02-08 15:52:49;440;B;440
eventB;2024-02-08 15:52:50;441;B;441
eventB;2024-02-08 15:52:51;442;B;442
eventB;2024-02-08 15:52:52;443;B;443
eventB;2024-02-08 15:52:53;444;B;444
eventB;2024-02-08 15:52:54;445;B;445
eventB;2024-02-08 15:52:55;446;B;446
eventB;2024-02-08 15:52:56;447;B;447
eventB;2024-02-08 15:52:57;448;B;448
eventB;2024-02-08 15:52:58;449;B;449
eventB;2024-02-08 15:52:59;450;B;450
eventB;2024-02-08 15:53:00;451;B;451
eventB;2024-02-08 15:53:01;452;B;452
eventB;2024-02-08 15:53:02;453;B;453
eventB;2024-02-08 15:53:03;454;B;454
eventB;2024-02-08 15:53:04;455;B;455
eventB;2024-02-08 15:53:05;456;B;456
eventB;2024-02-08 15:53:06;457;B;457
eventB;2024-02-08 15:53:07;458;B;458
eventB;2024-02-08 15:53:08;459;B;459
eventB;2024-02-08 15:53:09;460;B;460
eventB;2024-02-08 15:53:10;461;B;461
eventB;2024-02-08 15:53:11;462;B;462
eventB;2024-02-08 15:53:12;463;B;463
eventB;2024-02-08 15:53:13;464;B;464
eventB;2024-02-08 15:53:14;465;B;465
eventB;2024-02-08 15:53:15;466;B;466
eventB;2024-02-08 15:53:16;467;B;467
eventB;2024-02-08 15:53:17;468;B;468
eventB;2024-02-08 15:53:18;469;B;469
eventB;2024-02-08 15:53:19;470;B;470
eventB;2024-02-08 15:53:20;471;B;471
eventB;2024-02-08 15:53:21;472;B;472
eventB;2024-02-08 15:53:22;473;B;473
eventB;2024-02-08 15:53:23;474;B;474
eventB;2024-02-08 15:53:24;475;B;475
eventB;2024-02-08 15:53:25;476;B;476
eventB;2024-02-08 15:53:26;477;B;477
eventB;2024-02-08 15:53:27;478;B;478
eventB;2024-02-08 15:53:28;479;B;479
eventB;2024-02-08 15:53:29;480;B;480
eventB;2024-02-08 15:53:30;481;B;481
eventB;2024-02-08 15:53:31;482;B;482
eventB;2024-02-08 15:53:32;483;B;483
eventB;2024-02-08 15:53:33;484;B;484
eventB;2024-02-08 15:53:34;485;B;485
eventB;2024-02-08 15:53:35;486;B;486
eventB;2024-02-08 15:53:36;487;B;487
eventB;2024-02-08 15:53:37;488;B;488
eventB;2024-02-08 15:53:38;489;B;489
eventB;2024-02-08 15:53:39;490;B;490
eventB;2024-02-08 15:53:40;491;B;491
eventB;2024-02-08 15:53:41;492;B;492
eventB;2024-02-08 15:53:42;493;B;493
eventB;2024-02-08 15:53:43;494;B;494
eventB;2024-02-08 15:53:44;495;B;495
eventB;2024-02-08 15:53:45;496;B;496
eventB;2024-02-08 15:53:46;497;B;497
eventB;2024-02-08 15:53:47;498;B;498
eventB;2024-02-08 15:53:48;499;B;499
eventB;2024-02-08 15:53:49;500;B;500
eventB;2024-02-08 15:53:50;501;B;501
eventB;2024-02-08 15:53:51;502;B;502
eventB;2024-02-08 15:53:52;503;B;503
eventB;2024-02-08 15:53:53;504;B;504
eventB;2024-02-08 15:53:54;505;B;505
eventB;2024-02-08 15:53:55;506;B;506
eventB;2024-02-08 15:53:56;507;B;507
eventB;2024-02-08 15:53:57;508;B;508
eventB;2024-02-08 15:53:58;509;B;509
eventB;2024-02-08 15:53:59;510;B;510
eventB;2024-02-08 15:54:00;511;B;511
eventB;2024-02-08 15:54:01;512;B;512
eventC;2024-02-08 15:54:02;513;C;513
eventC;2024-02-08 15:54:03;514;C;514
eventC;2024-02-08 15:54:04;515;C;515
eventC;2024-02-08 15:54:05;516;C;516
eventC;2024-02-08 15:54:06;517;C;517
eventC;2024-02-08 15:54:07;518;C;518
eventC;2024-02-08 15:54:08;519;C;519
eventC;2024-02-08 15:54:09;520;C;520
eventC;2024-02-08 15:54:10;521;C;521
eventC;2024-02-08 15:54:11;522;C;522
eventC;2024-02-08 15:54:12;523;C;523
eventC;2024-02-08 15:54:13;524;C;524
eventC;2024-02-08 15:54:14;525;C;525
eventC;2024-02-08 15:54:15;526;C;526
eventC;2024-02-08 15:54:16;527;C;527
eventC;2024-02-08 15:54:17;528;C;528
eventC;2024-02-08 15:54:18;529;C;529
eventC;2024-02-08 15:54:19;530;C;530
eventC;2024-02-08 15:54:20;531;C;531
eventC;2024-02-08 15:54:21;532;C;532
eventC;2024-02-08 15:54:22;533;C;533
eventC;2024-02-08 15:54:23;534;C;534
eventC;2024-02-08 15:54:24;535;C;535
eventC;2024-02-08 15:54:25;536;C;536
eventC;2024-02-08 15:54:26;537;C;537
eventC;2024-02-08 15:54:27;538;C;538
eventC;2024-02-08 15:54:28;539;C;539
eventC;2024-02-08 15:54:29;540;C;540
eventC;2024-02-08 15:54:30;541;C;541
eventC;2024-02-08 15:54:31;542;C;542
eventC;2024-02-08 15:54:32;543;C;543
eventC;2024-02-08 15:54:33;544;C;544
eventC;2024-02-08 15:54:34;545;C;545
eventC;2024-02-08 15:54:35;546;C;546
eventC;2024-02-08 15:54:36;547;C;547
eventC;2024-02-08 15:54:37;548;C;548
eventC;2024-02-08 15:54:38;549;C;549
eventC;2024-02-08 15:54:39;550;C;550
eventC;2024-02-08 15:54:40;551;C;551
eventC;2024-02-08 15:54:41;552;C;552
eventC;2024-02-08 15:54:42;553;C;553
eventC;2024-02-08 15:54:43;554;C;554
eventC;2024-02-08 15:54:44;555;C;555
eventC;2024-02-08 15:54:45;556;C;556
eventC;2024-02-08 15:54:46;557;C;557
eventC;2024-02-08 15:54:47;558;C;558
eventC;2024-02-08 15:54:48;559;C;559
eventC;2024-02-08 15:54:49;560;C;560
eventC;2024-02-08 15:54:50;561;C;561
eventC;2024-02-08 15:54:51;562;C;562
eventC;2024-02-08 15:54:52;563;C;563
eventC;2024-02-08 15:54:53;564;C;564
eventC;2024-02-08 15:54:54;565;C;565
eventC;2024-02-08 15:54:55;566;C;566
eventC;2024-02-08 15:54:56;567;C;567
eventC;2024-02-08 15:54:57;568;C;568
eventC;2024-02-08 15:54:58;569;C;569
eventC;2024-02-08 15:54:59;570;C;570
eventC;2024-02-08 15:55:00;571;C;571
eventC;2024-02-08 15:55:01;572;C;572
eventC;2024-02-08 15:55:02;573;C;573
eventC;2024-02-08 15:55:03;574;C;574
eventC;2024-02-08 15:55:04;575;C;575
eventC;2024-02-08 15:55:05;576;C;576
eventC;2024-02-08 15:55:06;577;C;577
eventC;2024-02-08 15:55:07;578;C;578
eventC;2024-02-08 15:55:08;579;C;579
eventC;2024-02-08 15:55:09;580;C;580
eventC;2024-02-08 15:55:10;581;C;581
eventC;2024-02-08 15:55:11;582;C;582
eventC;2024-02-08 15:55:12;583;C;583
eventC;2024-02-08 15:55:13;584;C;584
eventC;2024-02-08 15:55:14;585;C;585
eventC;2024-02-08 15:55:15;586;C;586
eventC;2024-02-08 15:55:16;587;C;587
eventC;2024-02-08 15:55:17;588;C;588
eventC;2024-02-08 15:55:18;589;C;589
eventC;2024-02-08 15:55:19;590;C;590
eventC;2024-02-08 15:55:20;591;C;591
eventC;2024-02-08 15:55:21;592;C;592
eventC;2024-02-08 15:55:22;593;C;593
eventC;2024-02-08 15:55:23;594;C;594
eventC;2024-02-08 15:55:24;595;C;595
eventC;2024-02-08 15:55:25;596;C;596
eventC;2024-02-08 15:55:26;597;C;597
eventC;2024-02-08 15:55:27;598;C;598
eventC;2024-02-08 15:55:28;599;C;599
eventC;2024-02-08 15:55:29;600;C;600
eventC;2024-02-08 15:55:30;601;C;601
eventC;2024-02-08 15:55:31;602;C;602
eventC;2024-02-08 15:55:32;603;C;603
eventC;2024-02-08 15:55:33;604;C;604
eventC;2024-02-08 15:55:34;605;C;605
eventC;2024-02-08 15:55:35;606;C;606
